Opportunity Name,Revenue Type,DT Order ID,Amount After Discount,Renewal Amount this Year,Total Invoice Amount,Close Date,Opportunity Owner,License Ordered
REN 3-28-21 Raydon - UXR Project - Division Upgrade Renewal Split,CRR Contract REN,S513497,1398.25,,12000,3/24/2021,Rina Tann,Division
REN 4-10-21 Sulzer Management Ltd. - Sulzer Pumps Division-Renewal Split,Maintenance REN Split,S513924,5425,,15500,3/30/2021,Rina Tann,Division
REN 5-31-21 Victorian Department of Education and Training - Information Management and Technology Division-Renewal Spli,Maintenance REN Split,S513972,2798.25,,7995,3/30/2021,Rina Tann,Division
REN 4-1-21 SPIE SA - SPIE Nucléaire Division - Renewal Split,Maintenance REN Split,S514039,964.25,,2755,3/31/2021,Rina Tann,Division
REN 4-30-21 MIMS - Singapore Division-Renewal Split,Maintenance REN Split,S514012,1575,,4500,3/31/2021,Rina Tann,Division
REN 3-20-21 Technip - EB Division-Renewal Split,Maintenance REN Split,S514018,1750,,5000,3/31/2021,Rina Tann,Division
REN 7-30-21 Organization of American States - Department of Financial Services Division,CRR Contract REN,S521098,1995,1995,1995,6/24/2021,Danielle Maynard,Division
REN 7-29-21 Oaktree Capital Management - IT Division,CRR No Contract REN,S521318,4000,4000,4000,6/24/2021,Danielle Maynard,Division
REN 7-6-21 Philips Medical Systems Technologies Ltd. - CT Division,CRR Contract REN,S521459,2700,2700,2700,6/24/2021,Danielle Maynard,Division
"REN 7-1-21 Vermeer - ""On Machine"" and ""Off Machine"" Divisions",CRR Contract REN,S521343,8000,8000,8000,6/30/2021,Danielle Maynard,Division
"REN 6-2-21 Docvue, Inc.  -  Global",CRR Contract REN,S521482,1500,1500,1500,6/30/2021,Danielle Maynard,Division
REN 8-27-21 Data Transfer Solutions LLC - VUEWorks Division,CRR No Contract REN,S521468,8995,8995,8995,6/30/2021,Danielle Maynard,Division
REN 3-13-21 Pega - Pega Robotic Automation Development Division-Renewal Split,Maintenance REN Split,S511445,2520,,7200,2/26/2021,Rina Tann,Division
"REN 8-21-21 Communications Data Services Global, Inc -  REACT Group Division-Renewal Split",Maintenance REN Split,S513565,1050,,3000,3/26/2021,Rina Tann,Division
REN 2/19/2022 DynaTrace Software Inc. - Retail Pack-Renewal Split,Maintenance REN Split,S511478,1495,,9995,2/27/2021,Tara Ubbens,Division
REN 7-31-21 Beckman Coulter K.K - AU Project Series,CRR Contract REN,S519039,60000,60000,60000,6/1/2021,Danielle Maynard,Project
REN 7-2-21 GEONICA S.A. - GeoDataLink Project,CRR No Contract REN,S519754,2995,2995,2995,6/10/2021,Danielle Maynard,Project
REN 7-1-21 Mettler Toledo AutoChem - YFA Project and IMS Project,CRR Contract REN,S520045,5450,5450,5450,6/14/2021,Danielle Maynard,Project
REN 7-3-21 CulturaLink - CulturaLink IQ (CLIQ) Project,CRR Contract REN,S520016,5495,5495,5495,6/14/2021,Danielle Maynard,Project
REN 7-26-21 Programus Ltd - Venue Management Application Project,CRR Contract REN,S520043,1995,1995,1995,6/14/2021,Danielle Maynard,Project
REN 7-9-21 Allegro Microsystems Inc -  Corporate Spreadsheet Setup CSUS Project,CRR Contract REN,S519995,3995,3995,3995,6/14/2021,Danielle Maynard,Project
REN 8-25-21 Atlas Copco AIRPOWER NV - ATR Project,CRR Contract REN,S520725,3995,3995,3995,6/23/2021,Danielle Maynard,Project
REN 8-16-21 Voith GmbH - CDB5 Project,CRR Contract REN,S520720,5000,5000,5000,6/23/2021,Danielle Maynard,Project
REN 7-14-21 Varden Technologies - VisionFI Project,CRR No Contract REN,S520917,1995,1995,1995,6/23/2021,Danielle Maynard,Project
REN 7-27-21 Swansea University - Swansea University Intranet Project,CRR No Contract REN,S521314,995,995,995,6/24/2021,Danielle Maynard,Project
REN 7-28-21 Idec - WindEdit Lite Project,CRR No Contract REN,S521409,2000,2000,2000,6/30/2021,Danielle Maynard,Project
REN 7-31-21 World Bank - Survey Systems Project,CRR No Contract REN,S521362,2500,2500,2500,6/30/2021,Danielle Maynard,Project
REN 7-31-21 The Walt Disney Company -  Projects,CRR Contract REN,S521396,72000,72000,72000,6/30/2021,Danielle Maynard,Project
REN 12-18-20 ZeniMax Media  - The Elder Scrolls Online Project - DO NOT AUTO RENEW - Renewal Split,Maintenance REN Split,S507054,1048.25,,2995,1/7/2021,Rina Tann,Project
REN 2-22-21 bis-tec - Bismart Project - Renewal Split,Maintenance REN Split,S507283,2205,,6300,1/11/2021,Rina Tann,Project
REN 1-19-21 SAI GLOBAL LIMITED - Optics Project - Renewal Split,Maintenance REN Split,S507337,1750,,5000,1/12/2021,Rina Tann,Project
REN 2-28-21 AMSEC LLC - AMSEC Project - Renewal Split,Maintenance REN Split,S507544,1400,,4000,1/14/2021,Rina Tann,Project
REN 2-28-21 Asseco Central Europe Hungary - MedWorks Project - Renewal Split,Maintenance REN Split,S508124,2095.8,,5988,1/15/2021,Rina Tann,Project
REN 2-26-21 Gartner  - Consultant Tool Project - Renewal Split,Maintenance REN Split,S507821,2625,,7500,1/15/2021,Rina Tann,Project
REN 2-1-21 Randstad Norway AS - Pegasus Legacy Project - Renewal Split,Maintenance REN Split,S507817,1398.25,,3995,1/15/2021,Rina Tann,Project
REN 2-4-21 Dartchart - Smart Case Manager Project - Renewal Split,Maintenance REN Split,S507840,1680,,4800,1/18/2021,Rina Tann,Project
REN 2-08-21 Conning - ADVISE Project - Renewal Split,Maintenance REN Split,S507988,2100,,6000,1/20/2021,Rina Tann,Project
REN 2-7-21 Defense Health Agency (DHA) - Health Artifact and Image Management Solutions Project-Renewal Split,Maintenance REN Split,S508144,2450,,7000,1/21/2021,Rina Tann,Project
"REN 2-28-21 Infor Deutschland GmbH -  BI App Studio, Designer, OLAP Admin and Modelling, EPM  Project - Renewal Split",Maintenance REN Split,S508082,9625,,27500,1/21/2021,Rina Tann,Project
REN 1-19-21 Department of Homeland Security - CTPAT Custom Trade Partnership Against Terrorism Project - Renewal Split,Maintenance REN Split,S508093,2098.25,,5995,1/21/2021,Rina Tann,Project
REN 2-13-21 Appmachine B.V. - Designer Project-Renewal Split,Maintenance REN Split,S508149,1050,,3000,1/21/2021,Rina Tann,Project
REN 2-11-21 NEC Corporation of America - The Railroad Reservation System Project-Renewal Split,Maintenance REN Split,C486254,2975,,8500,1/21/2021,Rina Tann,Project
REN  2-28-21 SAI Corporation  - Sierra Gold VTS and Sierra Gold NetQuery Projects - Renewal Split,Maintenance REN Split,S508084,348.25,,995,1/21/2021,Rina Tann,Project
REN 2-28-21 Tata Capital - Tata Square Application Project - Renewal Split,Maintenance REN Split,S508196,1398.25,,3995,1/22/2021,Rina Tann,Project
REN 2-14-21 Keesing France - Sales Force Application Project - Renewal Split,Maintenance REN Split,S508199,875,,2500,1/22/2021,Rina Tann,Project
REN 2-5-21 Nortal UAB - Electronic Medical Record (EMR) Project - Renewal Split,Maintenance REN Split,S508198,1748.25,,4995,1/22/2021,Rina Tann,Project
REN 2-28-21 Labsphere - FLARE Project-Renewal Split,Maintenance REN Split,S508215,1398.25,,3995,1/22/2021,Rina Tann,Project
REN 2-24-21 AMP - Illustrations Project-Renewal Split,Maintenance REN Split,S508217,1925,,5500,1/22/2021,Rina Tann,Project
REN 2-6-21 Microsoft - Microsoft Dynamics 365 Customer Engagement Suite of Products Project-Renewal Split,Maintenance REN Split,S508209,2625,,7500,1/22/2021,Rina Tann,Project
REN 2-28-21 Statpro FKA INFOVEST CONSULTING (PTY) LTD - Infostore Project-Renewal Split,Maintenance REN Split,S508393,1398.25,,3995,1/25/2021,Rina Tann,Project
REN 1-24-21 PwC Management Services LP -2 year  Start Project-Renewal Split,Maintenance REN Split,S508435,3466.57,,9904.5,1/25/2021,Rina Tann,Project
"REN 2-16-21 Dominion Energy - NBU, KPI, and NIX Project-Renewal Split",Maintenance REN Split,S508504,1400,,4000,1/26/2021,Rina Tann,Project
REN 2-3-21 NICE SRL - Real Time SolutionsProject-Renewal Split,Maintenance REN Split,S508579,6300,,18000,1/27/2021,Rina Tann,Project
REN 2-4-21 Verint Americas Inc. - ActiveLab Project-Renewal Split,Maintenance REN Split,S508699,1050,,3000,1/28/2021,Rina Tann,Project
REN 2-16-21  United States Air Force - Resource Management Information Systems (RMIS) Project-Renewal Split,Maintenance REN Split,S508801,1470,,4200,1/29/2021,Rina Tann,Project
"REN 2-28-21 Marriott International, Inc - The Marriott Customer Eng Center Coaching Platform - Renewal Split",Maintenance REN Split,S508820,1748.25,,4995,1/29/2021,Rina Tann,Project
REN 2-10-21 The Hartford - AGB Business Owned Applications Project - Renewal Split,Maintenance REN Split,S508827,4326,,12360,1/29/2021,Rina Tann,Project
REN 1-31-21 Ernst & Young LLP - Cassandra Project-Renewal Split,Maintenance REN Split,S508755,5791.17,,16546.2,1/29/2021,Rina Tann,Project
REN 2-15-21 BCHydro - Smart Meter Project-Renewal Split,Maintenance REN Split,S509045,873.25,,2495,1/29/2021,Rina Tann,Project
REN 2-15-21 Department of Health - SHaRE Project-Renewal Split,Maintenance REN Split,S509017,1225,,3500,1/30/2021,Rina Tann,Project
REN 2-1-21 Canon Production Printing Netherlands B.V. - Repro Desk Project - Renewal Split,Maintenance REN Split,S508997,2625,,7500,1/31/2021,Rina Tann,Project
REN 3-31-21 CRU Group - Cost Modeling Project-Renewal Split,Maintenance REN Split,S509127,700,,2000,2/2/2021,Rina Tann,Project
REN 3-5-21 insightsoftware - Insight Project-Renewal Split,Maintenance REN Split,S509139,3500,,10000,2/2/2021,Rina Tann,Project
REN 3-21-21 DocuWare - Self-Selling Project-Renewal Split,Maintenance REN Split,S509147,1680,,4800,2/2/2021,Rina Tann,Project
REN 2-19-21 Mutual Vision - Mutual Vision ProVision Online Admin App Project-Renewal Split,Maintenance REN Split,S509322,873.25,,2495,2/4/2021,Rina Tann,Project
REN 3-14-21 HVCCC-Hunter Valley Coal Chain Coordinator - Integrated Planning System Project-Renewal Split,Maintenance REN Split,S509389,1050,,3000,2/5/2021,Rina Tann,Project
REN 3-8-21 Farm Credit Mid-America - Singleview Project-Renewal Split,Maintenance REN Split,S509563,1750,,5000,2/8/2021,Rina Tann,Project
REN 3-1-21 Northrop Grumman Inc. - Command Point CAD Project-Renewal Split,Maintenance REN Split,S509635,10500,,30000,2/9/2021,Rina Tann,Project
REN 3-31-21 Michael Weinig AG - Wood Project-Renewal Split,Maintenance REN Split,S509636,630,,1800,2/9/2021,Rina Tann,Project
REN 3-31-21 Markem-Imaje Industries Limited - CoLoS Project-Renewal Split,Maintenance REN Split,S509802,5250,,15000,2/11/2021,Rina Tann,Project
REN 3-31-21  Legrand - Device Health Checks Project-Renewal Split,Maintenance REN Split,S510170,4550,,13000,2/16/2021,Rina Tann,Project
REN 3-5-21 Voxco  - Command Center and Acuity 4 Survey Project - Renewal Split,Maintenance REN Split,S510408,1225,,3500,2/16/2021,Rina Tann,Project
REN 3-6-21 Savii Care - Savii Care Project - Renewal Split,Maintenance REN Split,S511017,1680,,4800,2/16/2021,Rina Tann,Project
REN 3-30-21 Vantage Software  -  Vantage Mobile Inspection Project-Renewal Split,Maintenance REN Split,S510283,350,,1000,2/17/2021,Rina Tann,Project
REN 3-23-21 Yotta Ltd - Alloy Project - Renewal Split,Maintenance REN Split,S510354,700,,2000,2/18/2021,Rina Tann,Project
REN 3-28-21 Woodforest National Bank - Woodforest On-Line Banking and Mobile Application Project - Renewal Split,Maintenance REN Split,S510343,1398.25,,3995,2/18/2021,Rina Tann,Project
REN 3-31-21 RFID Library Solutions - EZSORT Project-Renewal Split,Maintenance REN Split,S510363,1050,,3000,2/18/2021,Rina Tann,Project
REN 3-5-21 President and Fellows of Harvard College - Wasabi Project-Renewal Split,Maintenance REN Split,S510347,1225,,3500,2/18/2021,Rina Tann,Project
REN 3-31-21 TIFF Advisory Services - Investment System Project - Renewal Split,Maintenance REN Split,S510359,420,,1200,2/18/2021,Rina Tann,Project
REN 3-29-21 Anglo American - PrintingSolution Application Project-Renewal Split,Maintenance REN Split,S510360,2448.25,,6995,2/18/2021,Rina Tann,Project
REN 3-31-21 Generali Group NTTData Italy - Integrated Calendar Tool Project-Renewal Split,Maintenance REN Split,S510493,1680,,4800,2/19/2021,Rina Tann,Project
REN 3-27-21 sodexo - Retail Ranger Project-Renewal Split,Maintenance REN Split,S510501,1225,,3500,2/19/2021,Rina Tann,Project
REN 3-28-21 Everdyn - Everdyn Dashboard Project-Renewal Split,Maintenance REN Split,S510511,875,,2500,2/19/2021,Rina Tann,Project
"REN 3-1-21 Digital River, Inc.  - CS (Customer Service) Project-Renewal Split",Maintenance REN Split,S510500,1400,,4000,2/19/2021,Rina Tann,Project
REN 3-13-21 TechnipFMC plc - e-store  Project-Renewal Split,Maintenance REN Split,S510719,1400,,4000,2/22/2021,Rina Tann,Project
REN 3-5-21 Omnia - The Digital Transformation Platform Project-Renewal Split,Maintenance REN Split,S510824,348.25,,995,2/23/2021,Rina Tann,Project
REN 3-19-21 Ingeteam Transmission & Distribution S.A - Ingesys eFS Project-Renewal Split,Maintenance REN Split,S510841,685.3,,1958,2/23/2021,Rina Tann,Project
"REN 3-28-21 Forcepoint, LLC - Forcepoint Sidewinder Control Center Project-Renewal Split",Maintenance REN Split,S510957,2275,,6500,2/24/2021,Rina Tann,Project
REN 3-29-21 Patria - Solid Project - Renewal Split,Maintenance REN Split,S511144,1680,,4800,2/25/2021,Rina Tann,Project
REN 3-01-21 Conduent Inc -  Midas + Solutions Project-Renewal Split,Maintenance REN Split,S511055,4550,,13000,2/25/2021,Rina Tann,Project
REN 3-01-21 Federal Reserve Board - CHAT and FLT  Projects-Renewal Split,Maintenance REN Split,S511152,5950,,17000,2/26/2021,Rina Tann,Project
REN 3-31-21 NewField IT - Herringbone/NewField IT Project-Renewal Split,Maintenance REN Split,S511202,700,,2000,2/26/2021,Rina Tann,Project
REN 3-20-21 NEC Corporation of America - IBW Project-Renewal Split,Maintenance REN Split,S511251,595.7,,1702,2/26/2021,Rina Tann,Project
REN 3-20-21 Magistrat der Stadt Wien and Atos SE - WIGRA Project-Renewal Split,Maintenance REN Split,S511188,1398.25,,3995,2/26/2021,Rina Tann,Project
"REN 3-1-21 Advanced Micro Devices, Inc. - HDT Project-Renewal Split",Maintenance REN Split,S511195,8750,,25000,2/26/2021,Rina Tann,Project
REN 3-1-21 ZF Friedrichshafen AG - Modas Lite Project-Renewal Split,Maintenance REN Split,S511169,1085,,3100,2/26/2021,Rina Tann,Project
REN 3-15-21 Macquarie Group Services Australia Pty. Ltd. - SmartTrader Project - Renewal Split,Maintenance REN Split,S511430,1750,,5000,2/26/2021,Rina Tann,Project
REN 3-1-21 CentralSquare Technologies (FKA Superion) - TrackIT Project-Renewal Split,Maintenance REN Split,S511156,1748.25,,4995,2/26/2021,Rina Tann,Project
REN 3-31-21 Emerson Electric Co. - Simple Configurator Project-Renewal Split,Maintenance REN Split,S511210,1750,,5000,2/26/2021,Rina Tann,Project
REN 3-17-21 ADVANTEDGE Financial Services Pty Ltd - Sales Tools Application Project-Renewal Split,Maintenance REN Split,S511453,7245,,20700,2/28/2021,Rina Tann,Project
REN 3-1-21 CEDACRI SpA - Matrix Project-Renewal Split,Maintenance REN Split,S511399,2625,,7500,2/28/2021,Rina Tann,Project
"REN 3-20-21 Department of Environment, Land, Water and Planning - Department Resourcing and Capability - Renewal Split",Maintenance REN Split,S511374,1398.25,,3995,2/28/2021,Rina Tann,Project
REN 4-1-21 Länsförsäkringar AB - RAK Project-Renewal Split,Maintenance REN Split,S511672,875,,2500,3/3/2021,Rina Tann,Project
REN 4-22-21 FieldComm Group - UI Project - Renewal Split,Maintenance REN Split,S511986,1750,,5000,3/8/2021,Rina Tann,Project
REN 5-27-21 PRUDENTIAL PUBLIC LIMITED COMPANY - MullinTBG Project-Renewal Split,Maintenance REN Split,S512107,2448.25,,6995,3/9/2021,Rina Tann,Project
REN 4-17-21 Thermo Fisher Scientific - Trace Finder Project-Renewal Split,Maintenance REN Split,S512374,1050,,3000,3/12/2021,Rina Tann,Project
REN 4-20-21 SMART BUILDING ENERGIES - Wave Project-Renewal Split,Maintenance REN Split,S512361,1398.25,,3995,3/12/2021,Rina Tann,Project
REN 4-29-21 Kalorimeta Gmbh - Field Service App Project-Renewal Split,Maintenance REN Split,S512559,1398.25,,3995,3/15/2021,Rina Tann,Project
REN 4-10-21 DXC Technology - Ventura  Project-Renewal Split,Maintenance REN Split,S512657,5250,,15000,3/16/2021,Rina Tann,Project
REN 4-29-21 KEPRO - Atrezzo Application Project-Renewal Split,Maintenance REN Split,S512704,1225,,3500,3/16/2021,Rina Tann,Project
REN 4-30-21 SkySlope - Digital Signing Platform Project-Renewal Split,Maintenance REN Split,S512656,4375,,12500,3/16/2021,Rina Tann,Project
REN 4-30-21 Hatch - Vista Project - Renewal Split,Maintenance REN Split,S512697,1048.25,,2995,3/16/2021,Rina Tann,Project
REN 4-2-21 MRC Houston - WISE App Project-Renewal Split,Maintenance REN Split,S512817,420,,1200,3/17/2021,Rina Tann,Project
REN 4-17-21 Huddig AB - Tag and Tell Project-Renewal Split,Maintenance REN Split,S512789,700,,2000,3/17/2021,Rina Tann,Project
REN 4-30-21 Portrait Software / Pitney Bowes Business Insight - Portrait Software Studio Project-Renewal Split,Maintenance REN Split,S512802,2800,,8000,3/17/2021,Rina Tann,Project
REN 4-11-21 Clinicient - InsightGo Project - Renewal Split,Maintenance REN Split,S512795,2520,,7200,3/17/2021,Rina Tann,Project
REN 4-20-21 Prism HR - Platform for HR (PHR) Project - Renewal Split,CRR Contract REN,S512781,1008,,2880,3/17/2021,Rina Tann,Project
REN 4-28-21 STEAG Energy Services GmbH - Eagle Project - Renewal Split,Maintenance REN Split,S512779,3500,,10000,3/17/2021,Rina Tann,Project
REN 4-1-21 FAA - Yona Brixtel - CEA Project-Renewal Split,Maintenance REN Split,S512820,2268,,6480,3/17/2021,Rina Tann,Project
REN 4-2-21 imc Test & Measurement GmbH - IMC EOS Project - Renewal Split,Maintenance REN Split,S512796,1398.25,,3995,3/17/2021,Rina Tann,Project
REN 4-30-21 State of Minnesota - Technology Modernization Project - Renewal Split,Maintenance REN Split,S512794,1383.2,,3952,3/17/2021,Rina Tann,Project
REN 4-28-21 Fivebase - EHR Framework Project - Renewal Split,Maintenance REN Split,S512793,1050,,3000,3/17/2021,Rina Tann,Project
REN 4-4-21 Rev-360 - RevolutionEHR Application Project-Renewal Split,Maintenance REN Split,S512800,2800,,8000,3/17/2021,Rina Tann,Project
REN 4-21-21 Sogeti - VEOLINK-Renewal Split,Maintenance REN Split,S512972,2450,,7000,3/18/2021,Rina Tann,Project
REN 4-15-21 crazylog - QuickBrain Project - Renewal Split,Maintenance REN Split,S512930,1330,,3800,3/18/2021,Rina Tann,Project
REN 4-1-21 Carl Zeiss - Calypso Project-Renewal Split,Maintenance REN Split,S512944,2448.25,,6995,3/18/2021,Rina Tann,Project
REN 4-28-21 UPS - SW Project-Renewal Split,Maintenance REN Split,S512901,1660.84,,4745.25,3/18/2021,Rina Tann,Project
REN 4-5-21 Hall Capital Partners LLC -  HCP Intranet Site Project - Renewal Split,Maintenance REN Split,S512938,700,,2000,3/18/2021,Rina Tann,Project
REN 4-22-21 Trigyn Technologies - Project-Renewal Split,Maintenance REN Split,S513030,1573.25,,4495,3/19/2021,Rina Tann,Project
REN 4-28-21 Montrose Environmental (Enthalpy) - Fenceline Project-Renewal Split,Maintenance REN Split,S513411,875,,2687.5,3/24/2021,Rina Tann,Project
REN 4-17-21 Civica Pty Ltd. - Authority Upgrade Program Project-Renewal Split,Maintenance REN Split,S513509,2555,,7300,3/25/2021,Rina Tann,Project
REN 4-12-21 Vistra Energy Corp - TXU Energy Mobile App Project-Renewal Split,Maintenance REN Split,S513587,1398.25,,3995,3/26/2021,Rina Tann,Project
REN 4-15-21 COMP Soft Sp. z o.o. - Maat Project-Renewal Split,Maintenance REN Split,S513854,698.25,,1995,3/29/2021,Rina Tann,Project
"REN 4-29-21 Visual Service - Institute of Heating and Air Conditioning Industries, Inc. Project - Renewal Split",Maintenance REN Split,S513943,1680,,4800,3/30/2021,Rina Tann,Project
REN 4-5-21 Verimation Technology - Verimet U1000 Project-Renewal Split,Maintenance REN Split,S513887,945,,2700,3/30/2021,Rina Tann,Project
REN 3-27-21 FM Global Foundation - My Visit Project-Renewal Split,Maintenance REN Split,S513942,1400,,4000,3/30/2021,Rina Tann,Project
REN 4-27-21 KPMG N.V. - KLASS Application Project - Renewal Split,Maintenance REN Split,S514180,1398.25,,3995,3/30/2021,Rina Tann,Project
"REN 4-20-21 Zenegy - Mobile Project for Zenegy Payroll Denmark, Zenegy Payroll Switzerland - Renewal Split",Maintenance REN Split,S514156,875,,2500,3/31/2021,Rina Tann,Project
REN 4-28-21 Deloitte LLP - CROS Project-Renewal Split,Maintenance REN Split,S514165,700,,2000,3/31/2021,Rina Tann,Project
REN 4-1-21 Extended Care Pro - Ecp.Chart Project - Renewal Split,Maintenance REN Split,S514140,2098.25,,5995,3/31/2021,Rina Tann,Project
REN 4-30-21 Vecteurplus - QUOTE Project-Renewal Split,Maintenance REN Split,S514064,348.25,,995,3/31/2021,Rina Tann,Project
"REN 4-26-21 KPMG, LLP - Tax Technology Project-Renewal Split",Maintenance REN Split,S514050,8686.56,,24818.75,3/31/2021,Rina Tann,Project
REN 4-8-21 Nuance - Powerscribe 360 Project-Renewal Split,Maintenance REN Split,S514041,7000,,20000,3/31/2021,Rina Tann,Project
REN 7-20-21 Dassault Systemes Solutions Lab Private Ltd. - Geovia Insight Project,CRR No Contract REN,C494008,2975,2975,2975,6/11/2021,Danielle Maynard,Project
REN 7-31-21 Zinier Inc - Isac-web-platform Project,CRR Contract REN,S519937,9995,9995,9995,6/14/2021,Danielle Maynard,Project
REN 7-31-21 Ubiquity Systems - American Commercial Credit Underwriter Project,CRR Contract REN,S519928,3995,3995,3995,6/14/2021,Danielle Maynard,Project
REN 7-31-21 Soliant Consulting - ECMD Project,CRR Contract REN,S519930,1995,1995,1995,6/14/2021,Danielle Maynard,Project
REN 7-31-21 International Table Tennis Federation - WebOVR Project,CRR Contract REN,S519933,6995,6995,6995,6/14/2021,Danielle Maynard,Project
REN 7-29-21 Arthur Technologies GmbH - Arthur Project,CRR Contract REN,S520030,2995,2995,2995,6/14/2021,Danielle Maynard,Project
REN 7-11-21 athenahealth - Centricity Project,CRR Contract REN,S520113,11995,11995,11995,6/15/2021,Danielle Maynard,Project
REN 7-15-21 BGC Engineering Inc - Cambio Project,CRR Contract REN,S521310,1995,1995,1995,6/15/2021,Danielle Maynard,Project
REN 7-31-21 Chesapeake Energy Corporation - AFEasy Project,CRR Contract REN,S520131,2995,2995,2995,6/15/2021,Danielle Maynard,Project
REN 7-28-21 JGC Corporation - J-EDIX Project,CRR Contract REN,C494820,5095.75,5095.75,5095.75,6/21/2021,Danielle Maynard,Project
REN 7-31-21 iCOS Live - Project X - Mobile Project,CRR No Contract REN,S520287,3800,3800,3800,6/17/2021,Danielle Maynard,Project
REN 7-31-21 ABB Power Technology Services Pvt Ltd -  PCM600 Project,CRR Contract REN,S520843,15000,15000,15000,6/22/2021,Danielle Maynard,Project
REN 7-23-21 PureGym - Member App Project,CRR No Contract REN,S520731,8995,8995,8995,6/23/2021,Danielle Maynard,Project
REN 7-27-21 Mission Foods - Budget Application Project,CRR No Contract REN,S520818,2500,2500,2500,6/23/2021,Danielle Maynard,Project
REN 7-28-21 Bosch Rexroth AG - Development Desktop Project,CRR Contract REN,S521319,5000,5000,5000,6/24/2021,Danielle Maynard,Project
REN 7-16-21 Omnitracs - International Fuel Tax Agreement (IFTA) Project,CRR Retail Renewal,S521096,3995,3995,3995,6/25/2021,Danielle Maynard,Project
REN 6-30-21  ILIAS Solutions - ILIAS Enterprise Suite Project,CRR Contract REN,S521575,4500,4500,4500,6/25/2021,Danielle Maynard,Project
REN 8-25-21 All Campus LLC - Archa Project,CRR Contract REN,S521213,3495,3495,3495,6/28/2021,Danielle Maynard,Project
REN 7-20-21 Raytheon - Vise Project,CRR No Contract REN,S521454,3495,3495,3495,6/30/2021,Danielle Maynard,Project
REN 6-29-21 Global Risk Management - Global Update Project,CRR Contract REN,S521434,8495,8495,8495,6/30/2021,Danielle Maynard,Project
REN 8-27-21 Axos Bank - Consumer Banking Mobile Apps Project,CRR Contract REN,S521470,3995,3995,3995,6/30/2021,Danielle Maynard,Project
REN 7-28-21 Volkswagen Pon Financial Services BV - Roel Slotboom Project,CRR Contract REN,S521466,3995,3995,3995,6/30/2021,Danielle Maynard,Project
REN 7-29-21 CompareNetworks - Project,CRR No Contract REN,S521380,995,995,995,6/30/2021,Danielle Maynard,Project
REN 7-28-21 Springbrook Software - Core Project,CRR Contract REN,S519957,6500,6500,6500,6/14/2021,Danielle Maynard,Project
REN 7-1-21 Spotlight Financial Inc - Azure Project,CRR Contract REN,S520322,2495,2495,2495,6/18/2021,Danielle Maynard,Project
REN 2-24-21 Lemongrass Consulting - MiCloud Project-Renewal Split,Maintenance REN Split,S508581,698.25,,1995,1/27/2021,Rina Tann,Project
REN 2-28-21 KRA Systems / Reno SubSystems - VelocityGUI Project-Renewal Split,Maintenance REN Split,S511483,1085,,3100,2/26/2021,Rina Tann,Project
REN 4-4-21 Cegeka - Viollier Project-Renewal Split,Maintenance REN Split,S512594,1398.25,,3995,3/15/2021,Rina Tann,Project
REN 3-11-21 Netsurion LLC  - Tracking Project-Renewal Split,Maintenance REN Split,S509792,348.25,,995,2/11/2021,Rina Tann,Project
"Hausbank Muenchen - ""VS3+"" Project - API-Renewal Split",Maintenance REN Split,S512083,445,,5995,3/9/2021,Tara Ubbens,Project
Enpal GmbH - IOT Monitoring Project License - CRR Split,CRR Retail Renewal,S514129,445,445,5364.83,3/31/2021,Tara Ubbens,Project
W517008 Schneider Electric - Retail,CRR Retail Renewal,W517008,2985,,2985,5/7/2021,Pat Staley,Retail - ESEE
RENAPI - 1/14/2021 - Legislative Counsel Bureau,CRR Retail Renewal,S506925,2395,2395,2395,1/5/2021,Tara Ubbens,Retail - ESEE
RENAPI - 2/19/2021 - Medeia (QMedical),CRR Retail Renewal,S506986,900,900,900,1/6/2021,Tara Ubbens,Retail - ESEE
RENAPI - 1/2/2021 - Boerman System Automation BV,CRR Retail Renewal,S507057,1495,1495,1495,1/7/2021,Tara Ubbens,Retail - ESEE
RENAPI - 1/9/2021 - Merchant Partners LLC,CRR Retail Renewal,S507125,1495,1495,1495,1/8/2021,Tara Ubbens,Retail - ESEE
RENAPI - 2/28/2021 - Emphasys Software,CRR Retail Renewal,S507114,1495,1495,1495,1/8/2021,Tara Ubbens,Retail - ESEE
RENAPI - 2/18/2021 - Raue GmbH Kosmetik- und Fußpflegebedarf,CRR Retail Renewal,S507302,900,900,900,1/11/2021,Tara Ubbens,Retail - ESEE
"W507294 RENAPI - 1/31/2021 - Victorinox Swiss Army, Inc.",CRR Retail Renewal,W507294,900,900,900,1/11/2021,Tara Ubbens,Retail - ESEE
W507331 RENAPI - 1/21/2021 - Intact Systems,CRR Retail Renewal,W507331,900,900,900,1/12/2021,Tara Ubbens,Retail - ESEE
RENAPI - 1/30/2021 - IBERIA Financial Software,CRR Retail Renewal,S507522,1125,1125,1125,1/14/2021,Tara Ubbens,Retail - ESEE
REN 2/5/2021 Medisupport Services - Retail Pack,CRR Retail Renewal,S508402,1995,1995,1995,1/16/2021,Tara Ubbens,Retail - ESEE
RENAPI - 1/15/2021 - KMD Technology Solutions,CRR Retail Renewal,S508024,900,900,900,1/16/2021,Tara Ubbens,Retail - ESEE
REN 12-25-20- Entech - JnJ via Liquid PC - 3 Pack,CRR Retail Renewal,S508015,1495,1495,1495,1/16/2021,Tara Ubbens,Retail - ESEE
